X,Y,CMUN,CDENTIDAD,CDNUCLEO,CDTNUCLEO,ETIQUETA,DESCR,BUSCA,POB,PART_JUD,COD,lng,lat,dis_bomberos_drive_08:30,dis_bomberos_drive_11:00,dis_bomberos_transit_08:30,dis_bomberos_transit_11:00,dis_csmental_drive_08:30,dis_csmental_drive_11:00,dis_csmental_transit_08:30,dis_csmental_transit_11:00,dis_hospt2_1_drive_08:30,dis_hospt2_1_drive_11:00,dis_hospt2_1_transit_08:30,dis_hospt2_1_transit_11:00,dis_hospt2_2_drive_08:30,dis_hospt2_2_drive_11:00,dis_hospt2_2_transit_08:30,dis_hospt2_2_transit_11:00,dis_hospt2_3_drive_08:30,dis_hospt2_3_drive_11:00,dis_hospt2_3_transit_08:30,dis_hospt2_3_transit_11:00,dis_hospt2_4_drive_08:30,dis_hospt2_4_drive_11:00,dis_hospt2_4_transit_08:30,dis_hospt2_4_transit_11:00,dis_hospt3_1_drive_08:30,dis_hospt3_1_drive_11:00,dis_hospt3_1_transit_08:30,dis_hospt3_1_transit_11:00,dis_hospt3_2_drive_08:30,dis_hospt3_2_drive_11:00,dis_hospt3_2_transit_08:30,dis_hospt3_2_transit_11:00,dis_hospt3_3_drive_08:30,dis_hospt3_3_drive_11:00,dis_hospt3_3_transit_08:30,dis_hospt3_3_transit_11:00,dis_juzgados_drive_08:30,dis_juzgados_drive_11:00,dis_juzgados_transit_08:30,dis_juzgados_transit_11:00,dur_bomberos_drive_08:30,dur_bomberos_drive_11:00,dur_bomberos_transit_08:30,dur_bomberos_transit_11:00,dur_csmental_drive_08:30,dur_csmental_drive_11:00,dur_csmental_transit_08:30,dur_csmental_transit_11:00,dur_hospt2_1_drive_08:30,dur_hospt2_1_drive_11:00,dur_hospt2_1_transit_08:30,dur_hospt2_1_transit_11:00,dur_hospt2_2_drive_08:30,dur_hospt2_2_drive_11:00,dur_hospt2_2_transit_08:30,dur_hospt2_2_transit_11:00,dur_hospt2_3_drive_08:30,dur_hospt2_3_drive_11:00,dur_hospt2_3_transit_08:30,dur_hospt2_3_transit_11:00,dur_hospt2_4_drive_08:30,dur_hospt2_4_drive_11:00,dur_hospt2_4_transit_08:30,dur_hospt2_4_transit_11:00,dur_hospt3_1_drive_08:30,dur_hospt3_1_drive_11:00,dur_hospt3_1_transit_08:30,dur_hospt3_1_transit_11:00,dur_hospt3_2_drive_08:30,dur_hospt3_2_drive_11:00,dur_hospt3_2_transit_08:30,dur_hospt3_2_transit_11:00,dur_hospt3_3_drive_08:30,dur_hospt3_3_drive_11:00,dur_hospt3_3_transit_08:30,dur_hospt3_3_transit_11:00,dur_juzgados_drive_08:30,dur_juzgados_drive_11:00,dur_juzgados_transit_08:30,dur_juzgados_transit_11:00,mean_dis_all,mean_dis_bomberos_all,mean_dis_bomberos_drive,mean_dis_bomberos_transit,mean_dis_csmental_all,mean_dis_csmental_drive,mean_dis_csmental_transit,mean_dis_drive,mean_dis_hospt2_all,mean_dis_hospt2_drive,mean_dis_hospt2_transit,mean_dis_hospt3_all,mean_dis_hospt3_drive,mean_dis_hospt3_transit,mean_dis_juzgados_all,mean_dis_juzgados_drive,mean_dis_juzgados_transit,mean_dis_transit,mean_dur_all,mean_dur_bomberos_all,mean_dur_bomberos_drive,mean_dur_bomberos_transit,mean_dur_csmental_all,mean_dur_csmental_drive,mean_dur_csmental_transit,mean_dur_drive,mean_dur_hospt2_all,mean_dur_hospt2_drive,mean_dur_hospt2_transit,mean_dur_hospt3_all,mean_dur_hospt3_drive,mean_dur_hospt3_transit,mean_dur_juzgados_all,mean_dur_juzgados_drive,mean_dur_juzgados_transit,mean_dur_transit,weigh_mean_dis_all,weigh_mean_dis_bomberos_all,weigh_mean_dis_bomberos_drive,weigh_mean_dis_bomberos_transit,weigh_mean_dis_csmental_all,weigh_mean_dis_csmental_drive,weigh_mean_dis_csmental_transit,weigh_mean_dis_drive,weigh_mean_dis_hospt2_all,weigh_mean_dis_hospt2_drive,weigh_mean_dis_hospt2_transit,weigh_mean_dis_hospt3_all,weigh_mean_dis_hospt3_drive,weigh_mean_dis_hospt3_transit,weigh_mean_dis_juzgados_all,weigh_mean_dis_juzgados_drive,weigh_mean_dis_juzgados_transit,weigh_mean_dis_transit,weigh_mean_dur_all,weigh_mean_dur_bomberos_all,weigh_mean_dur_bomberos_drive,weigh_mean_dur_bomberos_transit,weigh_mean_dur_csmental_all,weigh_mean_dur_csmental_drive,weigh_mean_dur_csmental_transit,weigh_mean_dur_drive,weigh_mean_dur_hospt2_all,weigh_mean_dur_hospt2_drive,weigh_mean_dur_hospt2_transit,weigh_mean_dur_hospt3_all,weigh_mean_dur_hospt3_drive,weigh_mean_dur_hospt3_transit,weigh_mean_dur_juzgados_all,weigh_mean_dur_juzgados_drive,weigh_mean_dur_juzgados_transit,weigh_mean_dur_transit
450856.239258287,4509708.28763616,"086","01","01","0860101","Molar, El",El Molar,El Molar Núcleo,"9435","5","4",-3.5820282723,40.736848282,32130,32130,27145,27145,26626,26626,62749,40379,26325,26325,22675,22675,,,,,,,,,,,,,42717,42717,33536,33724,40388,40388,35500,35689,,,,,33194,33194,52093,55413,1757,1565,3817,4063,1457,1445,6072,6281,1342,1279,2307,2607,,,,,,,,,,,,,2055,1783,3054,3654,2272,1922,3964,4525,,,,,1834,1791,5564,6644,35478.4583333333,29637.5,32130,27145,39095,26626,51564,33563.3333333333,24500,26325,22675,38082.375,41552.5,34612.25,43473.5,33194,53753,37393.5833333333,3043.91666666667,2800.5,1661,3940,3813.75,1451,6176.5,1708.5,1883.75,1310.5,2457,2903.625,2008,3799.25,3958.25,1812.5,6104,4379.33333333333,334739254.375,279629812.5,303146550,256113075,368861325,251216310,486506340,316670050,231157500,248376375,213938625,359307208.125,392047837.5,326566578.75,410172472.5,313185390,507159555,352808458.75,28719353.75,26422717.5,15671535,37173900,35982731.25,13690185,58275277.5,16119697.5,17773181.25,12364567.5,23181795,27395701.875,18945480,35845923.75,37346088.75,17100937.5,57591240,41319010
439719.683051262,4534962.64568202,"063","01","01","0630101",Gargantilla del Lozoya,Gargantilla del Lozoya,Gargantilla del Lozoya Núcleo,"226","1","4",-3.7163597833,40.9635933571,38190,38190,112159,43212,60701,60701,113575,104329,60400,60400,77294,90394,,,,,,,,,,,,,76792,76792,88344,75970,74463,74463,90309,77934,,,,,12437,12437,26932,26884,1762,1806,10438,10809,2750,2751,11028,10151,2630,2599,7403,9320,,,,,,,,,,,,,3307,3106,8270,7370,3410,3242,8947,8040,,,,,707,716,2931,3135,65554.25,57937.75,38190,77685.5,84826.5,60701,108952,53830.5,72122,60400,83844,79383.375,75627.5,83139.25,19672.5,12437,26908,77278,5276.16666666667,6203.75,1784,10623.5,6670,2750.5,10589.5,2398.83333333333,5488,2614.5,8361.5,5711.5,3266.25,8156.75,1872.25,711.5,3033,8153.5,14815260.5,13093931.5,8630940,17556923,19170789,13718426,24623152,12165693,16299572,13650400,18948744,17940642.75,17091815,18789470.5,4445985,2810762,6081208,17464828,1192413.66666667,1402047.5,403184,2400911,1507420,621613,2393227,542136.333333333,1240288,590877,1889699,1290799,738172.5,1843425.5,423128.5,160799,685458,1842691
441759.316827862,4536850.60367475,"063","02","01","0630201",Pinilla de Buitrago,Pinilla de Buitrago,Pinilla de Buitrago Núcleo,"101","1","4",-3.6923006339,40.9807474226,43085,43085,115248,46301,65596,65596,116664,107418,65295,65295,80383,93483,,,,,,,,,,,,,81687,81687,91433,79059,79358,79358,93398,81023,,,,,17332,17332,30020,29972,2056,2096,10638,11009,3054,3062,11228,10351,2913,2873,7603,9520,,,,,,,,,,,,,3590,3397,8470,7570,3732,3547,9147,8240,,,,,1007,1029,3131,3335,69546.1666666667,61929.75,43085,80774.5,88818.5,65596,112041,58725.5,76114,65295,86933,83375.375,80522.5,86228.25,23664,17332,29996,80366.8333333333,5524.91666666667,6449.75,2076,10823.5,6923.75,3058,10789.5,2696.33333333333,5727.25,2893,8561.5,5961.625,3566.5,8356.75,2125.5,1018,3233,8353.5,7024162.83333333,6254904.75,4351585,8158224.5,8970668.5,6625196,11316141,5931275.5,7687514,6594795,8780233,8420912.875,8132772.5,8709053.25,2390064,1750532,3029596,8117050.16666667,558016.583333333,651424.75,209676,1093173.5,699298.75,308858,1089739.5,272329.666666667,578452.25,292193,864711.5,602124.125,360216.5,844031.75,214675.5,102818,326533,843703.5
455983.504190438,4502967.14702396,"164","05","01","1640501","Mirador, El",El Mirador,El Mirador Núcleo,"171","2","4",-3.5208333333,40.6764121187,37364,37364,30446,44523,23919,23919,22970,22824,19447,19447,20162,20015,,,,,,,,,,,,,36033,36033,31211,31065,33704,33704,33176,36160,,,,,23045,23045,23864,23718,1932,1935,6502,7888,1616,1244,2978,3524,1385,1152,2324,2930,,,,,,,,,,,,,2125,1707,3311,4097,2342,1845,4348,5127,,,,,1462,1156,3724,4270,28631.5833333333,37424.25,37364,37484.5,23408,23919,22897,28918.6666666667,19767.75,19447,20088.5,33885.75,34868.5,32903,23418,23045,23791,28344.5,2955.16666666667,4564.25,1933.5,7195,2340.5,1430,3251,1658.41666666667,1947.75,1268.5,2627,3112.75,2004.75,4220.75,2653,1309,3997,4251.91666666667,4896000.75,6399546.75,6389244,6409849.5,4002768,4090149,3915387,4945092,3380285.25,3325437,3435133.5,5794463.25,5962513.5,5626413,4004478,3940695,4068261,4846909.5,505333.5,780486.75,330628.5,1230345,400225.5,244530,555921,283589.25,333065.25,216913.5,449217,532280.25,342812.25,721748.25,453663,223839,683487,727077.75
454890.807619888,4503640.00185879,"164","01","01","1640101",Silillos,Silillos,Silillos Núcleo,"821","2","4",-3.5338106903,40.6824143835,39130,39130,68243,55497,26813,26813,29031,25715,21213,21213,25014,22160,,,,,,,,,,,,,37799,37799,36063,33209,35470,35470,41159,38305,,,,,43687,43687,57753,54899,2075,2104,10095,7169,1961,1587,5932,3768,1553,1328,4892,2612,,,,,,,,,,,,,2285,1871,5939,3599,2498,2023,7029,4449,,,,,2476,2090,8629,6049,37303,50500,39130,61870,27093,26813,27373,34018.6666666667,22400,21213,23587,36909.25,36634.5,37184,50006.5,43687,56326,40587.3333333333,3917.20833333333,5360.75,2089.5,8632,3312,1774,4850,1987.58333333333,2596.25,1440.5,3752,3711.625,2169.25,5254,4811,2283,7339,5846.83333333333,30625763,41460500,32125730,50795270,22243353,22013473,22473233,27929325.3333333,18390400,17415873,19364927,30302494.25,30076924.5,30528064,41055336.5,35867027,46243646,33322200.6666667,3216028.04166667,4401175.75,1715479.5,7086872,2719152,1456454,3981850,1631805.91666667,2131521.25,1182650.5,3080392,3047244.125,1780954.25,4313534,3949831,1874343,6025319,4800250.16666667
456620.146701058,4505151.11770022,"164","02","01","1640201",Valdetorres de Jarama,Valdetorres de Jarama,Valdetorres de Jarama Núcleo,"3871","2","4",-3.513451404,40.696119866,39477,39477,31830,46054,26033,26033,24355,24355,21561,21561,21546,21546,,,,,,,,,,,,,38147,38147,32595,32595,35818,35818,37691,37691,,,,,44035,44035,54663,54663,2065,2083,5920,7420,1779,1399,3056,3056,1546,1313,2462,2462,,,,,,,,,,,,,2285,1854,3629,3629,2489,1977,4659,4659,,,,,2460,2070,5578,5578,34571.9166666667,39209.5,39477,38942,25194,26033,24355,34178.5,21553.5,21561,21546,36062.75,36982.5,35143,49349,44035,54663,34965.3333333333,3142.83333333333,4372,2074,6670,2322.5,1589,3056,1943.33333333333,1945.75,1429.5,2462,3147.625,2151.25,4144,3921.5,2265,5578,4342.33333333333,133827889.416667,151779974.5,152815467,150744482,97525974,100773743,94278205,132304973.5,83433598.5,83462631,83404566,139598905.25,143159257.5,136038553,191029979,170459485,211600473,135350805.333333,12165907.8333333,16924012,8028454,25819570,8990397.5,6151019,11829776,7522643.33333333,7531998.25,5533594.5,9530402,12184456.375,8327488.75,16041424,15180126.5,8767815,21592438,16809172.3333333
459748.094203928,4503339.26605764,"164","03","01","1640301","Cueva, La",La Cueva,La Cueva Núcleo,"79","2","4",-3.4763135171,40.6799566715,40402,40402,29394,66869,26916,26916,24594,24381,22445,22445,21502,21767,,,,,,,,,,,,,45221,39031,34171,34223,42061,36702,36136,39410,,,,,26042,26042,32351,32403,2066,2093,4320,10541,1729,1388,2889,6609,1517,1308,2306,5766,,,,,,,,,,,,,2159,1854,2868,6511,2257,2005,3741,7267,,,,,1577,1308,3791,7283,32992.75,44266.75,40402,48131.5,25701.75,26916,24487.5,32885.4166666667,22039.75,22445,21634.5,38369.375,40753.75,35985,29209.5,26042,32377,33100.0833333333,3548.04166666667,4755,2079.5,7430.5,3153.75,1558.5,4749,1771.75,2724.25,1412.5,4036,3582.75,2068.75,5096.75,3489.75,1442.5,5537,5324.33333333333,2606427.25,3497073.25,3191758,3802388.5,2030438.25,2126364,1934512.5,2597947.91666667,1741140.25,1773155,1709125.5,3031180.625,3219546.25,2842815,2307550.5,2057318,2557783,2614906.58333333,280295.291666667,375645,164280.5,587009.5,249146.25,123121.5,375171,139968.25,215215.75,111587.5,318844,283037.25,163431.25,402643.25,275690.25,113957.5,437423,420622.333333333
457999.856838409,4502601.27767714,"164","04","01","1640401","Escarabajosa, La",La Escarabajosa,La Escarabajosa Núcleo,"68","2","4",-3.4969508688,40.6732213765,37783,37783,29803,44840,24298,24298,23148,23148,19826,19826,20339,20339,,,,,,,,,,,,,36412,36412,31389,31389,34083,34083,36484,36484,,,,,23423,23423,24042,24042,1975,1971,5900,8121,1661,1270,3762,3762,1432,1187,3168,3168,,,,,,,,,,,,,2155,1741,4335,4335,2388,1881,5365,5365,,,,,1490,1191,4508,4508,29045.7083333333,37552.25,37783,37321.5,23723,24298,23148,29304.1666666667,20082.5,19826,20339,34592,35247.5,33936.5,23732.5,23423,24042,28787.25,3193.29166666667,4491.75,1973,7010.5,2613.75,1465.5,3762,1695.16666666667,2238.75,1309.5,3168,3445.625,2041.25,4850,2924.25,1340.5,4508,4691.41666666667,1975108.16666667,2553553,2569244,2537862,1613164,1652264,1574064,1992683.33333333,1365610,1348168,1383052,2352256,2396830,2307682,1613810,1592764,1634856,1957533,217143.833333333,305439,134164,476714,177735,99654,255816,115271.333333333,152235,89046,215424,234302.5,138805,329800,198849,91154,306544,319016.333333333
459457.169520049,4485121.28599854,"002","01","01","0020101",Ajalvir,Ajalvir,Ajalvir Núcleo,"4943","2","4",-3.478584217,40.515824775,9852,9852,9850,9850,24254,24254,42718,30947,23604,19596,31247,30611,,,,,,,,,,,,,37633,28486,34152,35668,34472,30206,31460,32689,,,,,10718,10718,11333,11127,920,953,2398,2398,1412,1244,6767,5684,1298,1260,4724,6044,,,,,,,,,,,,,1819,1594,5696,4843,1934,1727,5863,5286,,,,,890,885,3658,3460,23970.7083333333,9851,9852,9850,30543.25,24254,36832.5,21970.4166666667,26264.5,21600,30929,33095.75,32699.25,33492.25,10974,10718,11230,25971,3031.54166666667,1667.25,936.5,2398,3776.75,1328,6225.5,1328,3331.5,1279,5384,3595.25,1768.5,5422,2223.25,887.5,3559,4735.08333333333,118487211.291667,48693493,48698436,48688550,150975284.75,119887522,182063047.5,108599769.583333,129825423.5,106768800,152882047,163592292.25,161632392.75,165552191.75,54244482,52979074,55509890,128374653,14984910.4583333,8241216.75,4629119.5,11853314,18668475.25,6564304,30772646.5,6564304,16467604.5,6322097,26613112,17771320.75,8741695.5,26800946,10989524.75,4386912.5,17592137,23405516.9166667
435254.480033218,4518037.88975216,"085","02","01","0850201",Miraflores de la Sierra,Miraflores de la Sierra,Miraflores de la Sierra Núcleo,"6625","19","4",-3.767655135,40.8107999587,21425,21425,19918,19918,23865,23865,20991,20991,47534,47534,63504,62926,,,,,,,,,,,,,47050,47050,45523,45523,46532,46532,44368,44368,,,,,34344,34344,35945,110019,1348,1369,1955,1955,1362,1375,2165,2165,2331,2321,5972,6332,,,,,,,,,,,,,2459,2290,3998,3998,2598,2539,4025,4025,,,,,1714,1889,4108,11902,40645.5833333333,20671.5,21425,19918,22428,23865,20991,36791.6666666667,55374.5,47534,63215,45868.25,46791,44945.5,53663,34344,72982,44499.5,3174.79166666667,1656.75,1358.5,1955,1766.75,1368.5,2165,1966.25,4239,2326,6152,3241.5,2471.5,4011.5,4903.25,1801.5,8005,4383.33333333333,269276989.583333,136948687.5,141940625,131956750,148585500,158105625,139065375,243744791.666667,366856062.5,314912750,418799375,303877156.25,309990375,297763937.5,355517375,227529000,483505750,294809187.5,21032994.7916667,10975968.75,9000062.5,12951875,11704718.75,9066312.5,14343125,13026406.25,28083375,15409750,40757000,21474937.5,16373687.5,26576187.5,32484031.25,11934937.5,53033125,29039583.3333333
437085.979975539,4512529.04984195,"085","03","01","0850301","Pinarejos, Los",Los Pinarejos,Los Pinarejos Núcleo,"333","19","4",-3.745386682,40.7613198047,15311,15311,14488,14488,17752,17752,15561,15561,44604,44604,54828,57497,,,,,,,,,,,,,40937,40937,40094,40094,40418,40418,38939,38939,,,,,24238,24238,25153,49276,937,932,1556,1556,957,947,1762,1762,2113,2084,5645,5814,,,,,,,,,,,,,2051,1866,3480,3480,2200,2144,3513,3513,,,,,1338,1277,4175,4924,32143.25,14899.5,15311,14488,16656.5,17752,15561,30543.3333333333,50383.25,44604,56162.5,40097,40677.5,39516.5,30726.25,24238,37214.5,33743.1666666667,2501.08333333333,1245.25,934.5,1556,1357,952,1762,1570.5,3914,2098.5,5729.5,2780.875,2065.25,3496.5,2928.5,1307.5,4549.5,3431.66666666667,10703702.25,4961533.5,5098563,4824504,5546614.5,5911416,5181813,10170930,16777622.25,14853132,18702112.5,13352301,13545607.5,13158994.5,10231841.25,8071254,12392428.5,11236474.5,832860.75,414668.25,311188.5,518148,451881,317016,586746,522976.5,1303362,698800.5,1907923.5,926031.375,687728.25,1164334.5,975190.5,435397.5,1514983.5,1142745
440279.784462702,4515210.71309982,"085","01","01","0850101","Endrinales, Los",Los Endrinales,Los Endrinales Núcleo,"158","19","4",-3.7410183898,40.7866050501,23129,23129,22824,22824,25570,25570,23898,23898,43271,43271,63165,44563,,,,,,,,,,,,,48755,48755,48430,48430,48236,48236,47275,47275,,,,,30081,30081,36572,29353,1329,1359,4760,4760,1343,1364,4972,4972,2066,2028,9108,8563,,,,,,,,,,,,,2447,2290,6866,6866,2582,2551,6890,6890,,,,,1440,1588,7814,7451,37357.9583333333,22976.5,23129,22824,24734,25570,23898,36507,48567.5,43271,53864,48174,48495.5,47852.5,31521.75,30081,32962.5,38208.9166666667,4262.45833333333,3052,1344,4760,3162.75,1353.5,4972,1865.58333333333,5441.25,2047,8835.5,4672.75,2467.5,6878,4573.25,1514,7632.5,6659.33333333333,5902557.41666667,3630287,3654382,3606192,3907972,4040060,3775884,5768106,7673665,6836818,8510512,7611492,7662289,7560695,4980436.5,4752798,5208075,6037008.83333333,673468.416666667,482216,212352,752080,499714.5,213853,785576,294762.166666667,859717.5,323426,1396009,738294.5,389865,1086724,722573.5,239212,1205935,1052174.66666667
431243.196365333,4510547.32375,"144","03","01","1440301","Fresneda, La",La Fresneda,La Fresneda Núcleo,"33","19","4",-3.8143860313,40.7430011532,11004,11004,11095,11095,13444,13444,12168,12168,43493,43493,42460,54103,,,,,,,,,,,,,36629,36629,36700,36700,36111,36111,35545,35545,,,,,21793,21793,43068,43068,785,792,1505,1505,803,802,1716,1716,2266,2047,5232,5927,,,,,,,,,,,,,1910,1721,3593,3593,2055,1990,3618,3618,,,,,1405,1452,6301,7944,29110.9583333333,11049.5,11004,11095,12806,13444,12168,27079,45887.25,43493,48281.5,36246.25,36370,36122.5,32430.5,21793,43068,31142.9166666667,2679,1146.75,788.5,1505,1259.25,802.5,1716,1502.33333333333,3868,2156.5,5579.5,2762.25,1919,3605.5,4275.5,1428.5,7122.5,3855.66666666667,960661.625,364633.5,363132,366135,422598,443652,401544,893607,1514279.25,1435269,1593289.5,1196126.25,1200210,1192042.5,1070206.5,719169,1421244,1027716.25,88407,37842.75,26020.5,49665,41555.25,26482.5,56628,49577,127644,71164.5,184123.5,91154.25,63327,118981.5,141091.5,47140.5,235042.5,127237
433780.840891666,4511968.03255485,"144","01","01","1440101",Soto del Real,Soto del Real,Soto del Real Núcleo,"8324","19","4",-3.7844821689,40.7560067488,11104,11104,10946,10946,13545,13545,12020,12020,43594,43594,51287,54533,,,,,,,,,,,,,36730,36730,36552,36552,36212,36212,35397,35397,,,,,20031,20031,21617,21598,816,822,1315,1402,836,841,1521,1615,2282,2099,5404,5519,,,,,,,,,,,,,1945,1790,3239,3539,2079,2045,3272,3561,,,,,1207,1160,3934,3648,27554.0416666667,11025,11104,10946,12782.5,13545,12020,26869.3333333333,48252,43594,52910,36222.75,36471,35974.5,20819.25,20031,21607.5,28238.75,2328.79166666667,1088.75,819,1358.5,1203.25,838.5,1568,1493.5,3826,2190.5,5461.5,2683.75,1964.75,3402.75,2487.25,1183.5,3791,3164.08333333333,229359842.833333,91772100,92429696,91114504,106401530,112748580,100054480,223660330.666667,401649648,362876456,440422840,301518171,303584604,299451738,173299437,166738044,179860830,235059355,19384861.8333333,9062755,6817356,11308154,10015853,6979674,13052032,12431894,31847624,18233722,45461526,22339535,16354579,28324491,20703869,9851454,31556284,26337829.6666667
433920.26999758,4511273.65568436,"144","02","01","1440201","Rancajales, Los",Los Rancajales,Los Rancajales Núcleo,"939","19","4",-3.7473928228,40.7340249661,9495,9495,15355,15355,11012,11012,16428,16428,41061,41061,55695,58364,,,,,,,,,,,,,34197,34197,40961,40961,33678,33678,39806,39806,,,,,17498,17498,28777,43462,781,805,4807,4781,789,794,5019,4991,2252,2062,9155,9248,,,,,,,,,,,,,1907,1744,6913,6824,2064,2002,6937,6851,,,,,1165,1123,8215,8117,29386.6666666667,12425,9495,15355,13720,11012,16428,24490.1666666667,49045.25,41061,57029.5,37160.5,33937.5,40383.5,26808.75,17498,36119.5,34283.1666666667,4139.41666666667,2793.5,793,4794,2898.25,791.5,5005,1457.33333333333,5679.25,2157,9201.5,4405.25,1929.25,6881.25,4655,1144,8166,6821.5,27594080,11667075,8915805,14418345,12883080,10340268,15425892,22996266.5,46053489.75,38556279,53550700.5,34893709.5,31867312.5,37920106.5,25173416.25,16430622,33916210.5,32191893.5,3886912.25,2623096.5,744627,4501566,2721456.75,743218.5,4699695,1368436,5332815.75,2025423,8640208.5,4136529.75,1811565.75,6461493.75,4371045,1074216,7667874,6405388.5
449715.977828966,4531752.64835401,"901","01","01","9010101",Navas de Buitrago,Navas de Buitrago,Navas de Buitrago Núcleo,"74","1","4",-3.5973118643,40.9353551509,29245,29245,41423,32322,51756,51756,80757,57795,51455,51455,44677,55868,,,,,,,,,,,,,67847,67847,55537,66918,65518,65518,57501,68883,,,,,3487,3487,4894,3756,1445,1481,7784,5362,2443,2442,8997,8230,2309,2272,5709,6156,,,,,,,,,,,,,2947,2756,6576,7023,3117,2907,7426,7772,,,,,381,381,3031,1288,46206.125,33058.75,29245,36872.5,60516,51756,69276,44884.6666666667,50863.75,51455,50272.5,64446.125,66682.5,62209.75,3906,3487,4325,47527.5833333333,4176.45833333333,4018,1463,6573,5528,2442.5,8613.5,2073.41666666667,4111.5,2290.5,5932.5,5065.5,2931.75,7199.25,1270.25,381,2159.5,6279.5,3419253.25,2446347.5,2164130,2728565,4478184,3829944,5126424,3321465.33333333,3763917.5,3807670,3720165,4769013.25,4934505,4603521.5,289044,258038,320050,3517041.16666667,309057.916666667,297332,108262,486402,409072,180745,637399,153432.833333333,304251,169497,439005,374847,216949.5,532744.5,93998.5,28194,159803,464683
447126.918113456,4531199.27444221,"901","04","02","9010402",Lozoyuela,Lozoyuela,Lozoyuela Núcleo,"1075","1","4",-3.62801776,40.93020706,26507,26507,40229,30274,49018,49018,46205,81549,48717,48717,47922,66947,,,,,,,,,,,,,65109,65109,54883,52524,62780,62780,59978,54489,,,,,530,530,530,530,1188,1216,5787,4977,2171,2165,6315,7397,2034,1981,4324,5689,,,,,,,,,,,,,2669,2506,5218,3739,2906,2639,6248,4718,,,,,62,69,453,453,43390.9166666667,30879.25,26507,35251.5,56447.5,49018,63877,42110.1666666667,53075.75,48717,57434.5,59706.5,63944.5,55468.5,530,530,530,44671.6666666667,3205.16666666667,3292,1202,5382,4512,2168,6856,1800.5,3507,2007.5,5006.5,3830.375,2680,4980.75,259.25,65.5,453,4609.83333333333,46645235.4166667,33195193.75,28495025,37895362.5,60681062.5,52694350,68667775,45268429.1666667,57056431.25,52370775,61742087.5,64184487.5,68740337.5,59628637.5,569750,569750,569750,48022041.6666667,3445554.16666667,3538900,1292150,5785650,4850400,2330600,7370200,1935537.5,3770025,2158062.5,5381987.5,4117653.125,2881000,5354306.25,278693.75,70412.5,486975,4955570.83333333
449880.978711617,4528515.64024767,"901","05","01","9010501",Mazacorta,Mazacorta,Mazacorta Núcleo,"22","1","4",-3.5950903702,40.9062067187,16157,16157,37191,18040,46816,46816,85881,52718,46515,46515,45996,50791,,,,,,,,,,,,,62907,62907,56856,61841,60578,60578,58821,63806,,,,,5087,5087,5979,5979,1324,1344,6335,6406,2445,2442,9525,7174,2297,2248,5160,5100,,,,,,,,,,,,,2954,2740,6027,5967,3138,2928,6942,6716,,,,,606,600,1888,1888,42500.7916666667,21886.25,16157,27615.5,58057.75,46816,69299.5,39676.6666666667,47454.25,46515,48393.5,61036.75,61742.5,60331,5533,5087,5979,45324.9166666667,3924.75,3852.25,1334,6370.5,5396.5,2443.5,8349.5,2088.83333333333,3701.25,2272.5,5130,4676.5,2940,6413,1245.5,603,1888,5760.66666666667,935017.416666667,481497.5,355454,607541,1277270.5,1029952,1524589,872886.666666667,1043993.5,1023330,1064657,1342808.5,1358335,1327282,121726,111914,131538,997148.166666667,86344.5,84749.5,29348,140151,118723,53757,183689,45954.3333333333,81427.5,49995,112860,102883,64680,141086,27401,13266,41536,126734.666666667
450280.733124999,4529354.16612454,"901","02","01","9010201",Sieteiglesias,Sieteiglesias,Sieteiglesias Núcleo,"225","1","4",-3.5904112963,40.9137844707,15459,15459,36523,17372,49263,49263,84419,52050,48962,48962,44534,50123,,,,,,,,,,,,,65354,65354,55394,61173,63025,63025,57359,63138,,,,,4781,4781,4516,4516,1120,1153,5538,5609,2275,2261,8548,6377,2125,2075,4183,4303,,,,,,,,,,,,,2793,2568,5050,5170,2978,2722,5965,5919,,,,,407,416,911,911,42700.2083333333,21203.25,15459,26947.5,58748.75,49263,68234.5,41140.6666666667,48145.25,48962,47328.5,61727.75,64189.5,59266,4648.5,4781,4516,44259.75,3390.70833333333,3355,1136.5,5573.5,4865.25,2268,7462.5,1907.75,3171.5,2100,4243,4145.625,2765.25,5526,661.25,411.5,911,4873.66666666667,9607546.875,4770731.25,3478275,6063187.5,13218468.75,11084175,15352762.5,9256650,10832681.25,11016450,10648912.5,13888743.75,14442637.5,13334850,1045912.5,1075725,1016100,9958443.75,762909.375,754875,255712.5,1254037.5,1094681.25,510300,1679062.5,429243.75,713587.5,472500,954675,932765.625,622181.25,1243350,148781.25,92587.5,204975,1096575
