X,Y,CMUN,CDENTIDAD,CDNUCLEO,CDTNUCLEO,ETIQUETA,DESCR,BUSCA,POB,PART_JUD,COD,lng,lat,dis_bomberos_drive_08:30,dis_bomberos_drive_11:00,dis_bomberos_transit_08:30,dis_bomberos_transit_11:00,dis_csmental_drive_08:30,dis_csmental_drive_11:00,dis_csmental_transit_08:30,dis_csmental_transit_11:00,dis_hospt2_1_drive_08:30,dis_hospt2_1_drive_11:00,dis_hospt2_1_transit_08:30,dis_hospt2_1_transit_11:00,dis_hospt2_2_drive_08:30,dis_hospt2_2_drive_11:00,dis_hospt2_2_transit_08:30,dis_hospt2_2_transit_11:00,dis_hospt2_3_drive_08:30,dis_hospt2_3_drive_11:00,dis_hospt2_3_transit_08:30,dis_hospt2_3_transit_11:00,dis_hospt2_4_drive_08:30,dis_hospt2_4_drive_11:00,dis_hospt2_4_transit_08:30,dis_hospt2_4_transit_11:00,dis_hospt3_1_drive_08:30,dis_hospt3_1_drive_11:00,dis_hospt3_1_transit_08:30,dis_hospt3_1_transit_11:00,dis_hospt3_2_drive_08:30,dis_hospt3_2_drive_11:00,dis_hospt3_2_transit_08:30,dis_hospt3_2_transit_11:00,dis_hospt3_3_drive_08:30,dis_hospt3_3_drive_11:00,dis_hospt3_3_transit_08:30,dis_hospt3_3_transit_11:00,dis_juzgados_drive_08:30,dis_juzgados_drive_11:00,dis_juzgados_transit_08:30,dis_juzgados_transit_11:00,dur_bomberos_drive_08:30,dur_bomberos_drive_11:00,dur_bomberos_transit_08:30,dur_bomberos_transit_11:00,dur_csmental_drive_08:30,dur_csmental_drive_11:00,dur_csmental_transit_08:30,dur_csmental_transit_11:00,dur_hospt2_1_drive_08:30,dur_hospt2_1_drive_11:00,dur_hospt2_1_transit_08:30,dur_hospt2_1_transit_11:00,dur_hospt2_2_drive_08:30,dur_hospt2_2_drive_11:00,dur_hospt2_2_transit_08:30,dur_hospt2_2_transit_11:00,dur_hospt2_3_drive_08:30,dur_hospt2_3_drive_11:00,dur_hospt2_3_transit_08:30,dur_hospt2_3_transit_11:00,dur_hospt2_4_drive_08:30,dur_hospt2_4_drive_11:00,dur_hospt2_4_transit_08:30,dur_hospt2_4_transit_11:00,dur_hospt3_1_drive_08:30,dur_hospt3_1_drive_11:00,dur_hospt3_1_transit_08:30,dur_hospt3_1_transit_11:00,dur_hospt3_2_drive_08:30,dur_hospt3_2_drive_11:00,dur_hospt3_2_transit_08:30,dur_hospt3_2_transit_11:00,dur_hospt3_3_drive_08:30,dur_hospt3_3_drive_11:00,dur_hospt3_3_transit_08:30,dur_hospt3_3_transit_11:00,dur_juzgados_drive_08:30,dur_juzgados_drive_11:00,dur_juzgados_transit_08:30,dur_juzgados_transit_11:00,mean_dis_all,mean_dis_bomberos_all,mean_dis_bomberos_drive,mean_dis_bomberos_transit,mean_dis_csmental_all,mean_dis_csmental_drive,mean_dis_csmental_transit,mean_dis_drive,mean_dis_hospt2_all,mean_dis_hospt2_drive,mean_dis_hospt2_transit,mean_dis_hospt3_all,mean_dis_hospt3_drive,mean_dis_hospt3_transit,mean_dis_juzgados_all,mean_dis_juzgados_drive,mean_dis_juzgados_transit,mean_dis_transit,mean_dur_all,mean_dur_bomberos_all,mean_dur_bomberos_drive,mean_dur_bomberos_transit,mean_dur_csmental_all,mean_dur_csmental_drive,mean_dur_csmental_transit,mean_dur_drive,mean_dur_hospt2_all,mean_dur_hospt2_drive,mean_dur_hospt2_transit,mean_dur_hospt3_all,mean_dur_hospt3_drive,mean_dur_hospt3_transit,mean_dur_juzgados_all,mean_dur_juzgados_drive,mean_dur_juzgados_transit,mean_dur_transit,weigh_mean_dis_all,weigh_mean_dis_bomberos_all,weigh_mean_dis_bomberos_drive,weigh_mean_dis_bomberos_transit,weigh_mean_dis_csmental_all,weigh_mean_dis_csmental_drive,weigh_mean_dis_csmental_transit,weigh_mean_dis_drive,weigh_mean_dis_hospt2_all,weigh_mean_dis_hospt2_drive,weigh_mean_dis_hospt2_transit,weigh_mean_dis_hospt3_all,weigh_mean_dis_hospt3_drive,weigh_mean_dis_hospt3_transit,weigh_mean_dis_juzgados_all,weigh_mean_dis_juzgados_drive,weigh_mean_dis_juzgados_transit,weigh_mean_dis_transit,weigh_mean_dur_all,weigh_mean_dur_bomberos_all,weigh_mean_dur_bomberos_drive,weigh_mean_dur_bomberos_transit,weigh_mean_dur_csmental_all,weigh_mean_dur_csmental_drive,weigh_mean_dur_csmental_transit,weigh_mean_dur_drive,weigh_mean_dur_hospt2_all,weigh_mean_dur_hospt2_drive,weigh_mean_dur_hospt2_transit,weigh_mean_dur_hospt3_all,weigh_mean_dur_hospt3_drive,weigh_mean_dur_hospt3_transit,weigh_mean_dur_juzgados_all,weigh_mean_dur_juzgados_drive,weigh_mean_dur_juzgados_transit,weigh_mean_dur_transit
414193.828526059,4500954.74164385,"010","17","01","0101701",Valdencina,Valdencina,Valdencina Núcleo,"350","15","3",-4.014986688,40.6549965667,3995,3995,5767,6534,1892,1892,1569,2033,1938,1938,1615,2079,,,,,,,,,,,,,39294,39294,40889,40889,39211,39211,41060,41060,30412,30412,37008,37078,2490,2490,6226,4193,576,502,1284,2055,323,320,1293,844,338,339,1331,882,,,,,,,,,,,,,2413,1914,3444,3444,2395,1955,3602,3602,1748,1555,5357,5819,377,322,1499,1493,18088,5072.75,3995,6150.5,1846.5,1892,1801,17033.1428571429,1892.5,1938,1847,37984.8333333333,36305.6666666667,39664,3849.75,2490,5209.5,19142.8571428571,1822.35714285714,1104.25,539,1669.5,695,321.5,1068.5,1076.92857142857,722.5,338.5,1106.5,3104,1996.66666666667,4211.33333333333,922.75,349.5,1496,2567.78571428571,6330800,1775462.5,1398250,2152675,646275,662200,630350,5961600,662375,678300,646450,13294691.6666667,12706983.3333333,13882400,1347412.5,871500,1823325,6700000,637825,386487.5,188650,584325,243250,112525,373975,376925,252875,118475,387275,1086400,698833.333333333,1473966.66666667,322962.5,122325,523600,898725
412610.214075664,4501112.5364138,"010","01","01","0100101",Alpedrete,Alpedrete,Alpedrete Núcleo,"11950","15","3",-4.0337380613,40.65625171,5353,5587,6805,6805,3484,3484,9283,4353,3530,3530,9329,4399,,,,,,,,,,,,,40886,40886,41890,41928,40803,40803,42061,42099,32004,32004,36627,37667,4082,4082,6971,8546,664,653,1398,1399,455,466,2137,1138,475,480,2175,1176,,,,,,,,,,,,,2538,2051,3552,3553,2504,2082,3710,3711,1858,1699,5092,5085,509,469,1488,2501,19974.3214285714,6137.5,5470,6805,5151,3484,6818,18608.4285714286,5197,3530,6864,39138.1666666667,37897.6666666667,40378.6666666667,5920.25,4082,7758.5,21340.2142857143,1964.92857142857,1028.5,658.5,1398.5,1049,460.5,1637.5,1207.35714285714,1076.5,477.5,1675.5,3119.58333333333,2122,4117.16666666667,1241.75,489,1994.5,2722.5,238693141.071429,73343125,65366500,81319750,61554450,41633800,81475100,222370721.428571,62104150,42183500,82024800,467701091.666667,452877116.666667,482525066.666667,70746987.5,48779900,92714075,255015560.714286,23480896.4285714,12290575,7869075,16712075,12535550,5502975,19568125,14427917.8571429,12864175,5706125,20022225,37279020.8333333,25357900,49200141.6666667,14838912.5,5843550,23834275,32533875
433279.570022039,4472357.10989498,"115","20","01","1152001",Arroyo Meaques,Arroyo Meaques,Arroyo Meaques Núcleo,"5167","21","3",-3.786231537,40.399149214,6612,6612,10300,7353,8456,8456,11109,10992,42383,42383,52817,53910,,,,,,,,,,,,,22684,22684,12990,12990,22601,22601,13147,13147,14220,14220,17058,18512,2392,2392,3444,3222,664,592,2748,2426,1720,1188,2672,2684,2029,2031,6157,6516,,,,,,,,,,,,,2121,1316,2504,2504,2082,1352,2659,2659,929,917,3548,3471,296,287,1054,944,17131.6785714286,7719.25,6612,8826.5,9753.25,8456,11050.5,17049.7142857143,47873.25,42383,53363.5,17237.8333333333,19835,14640.6666666667,2862.5,2392,3333,17213.6428571429,2145.35714285714,1607.5,628,2587,2066,1454,2678,1251.71428571429,4183.25,2030,6336.5,2171.83333333333,1452.83333333333,2890.83333333333,645.25,291.5,999,3039,88519383.1785714,39885364.75,34164204,45606525.5,50395042.75,43692152,57097933.5,88095873.7142857,247361082.75,218992961,275729204.5,89067884.8333333,102487445,75648324.6666667,14790537.5,12359464,17221611,88942892.6428571,11085060.3571429,8305952.5,3244876,13367029,10675022,7512818,13837226,6467607.71428571,21614852.75,10489010,32740695.5,11221862.8333333,7506789.83333333,14936935.8333333,3334006.75,1506180.5,5161833,15702513
433890.580759027,4473085.27480559,"115","01","01","1150101","Ángeles, Los",Los Ángeles,Los Ángeles Núcleo,"1728","21","3",-3.7791076634,40.4057575018,5764,5764,7485,7485,9052,9052,10779,10779,40456,40456,41097,41721,,,,,,,,,,,,,23869,23869,13424,13424,23786,23786,13581,13581,12293,12293,13326,13596,2988,2988,3260,3260,633,572,2112,2238,1822,1278,2784,2844,1992,1943,6037,6391,,,,,,,,,,,,,2233,1372,2880,2880,2235,1409,3035,3035,891,846,3122,2787,419,395,1090,1090,15829.0714285714,6624.5,5764,7485,9915.5,9052,10779,16886.8571428571,40932.5,40456,41409,16735.6666666667,19982.6666666667,13488.6666666667,3124,2988,3260,14771.2857142857,2155.89285714286,1388.75,602.5,2175,2182,1550,2814,1288.57142857143,4090.75,1967.5,6214,2227.08333333333,1497.66666666667,2956.5,748.5,407,1090,3023.21428571429,27352635.4285714,11447136,9960192,12934080,17133984,15641856,18626112,29180489.1428571,70731360,69907968,71554752,28919232,34530048,23308416,5398272,5163264,5633280,25524781.7142857,3725382.85714286,2399760,1041120,3758400,3770496,2678400,4862592,2226651.42857143,7068816,3399840,10737792,3848400,2587968,5108832,1293408,703296,1883520,5224114.28571429
432000.000009304,4474047.17992648,"115","23","01","1152301",Húmera-Somosaguas,Húmera-Somosaguas,Húmera-Somosaguas Núcleo,"16845","21","3",-3.801489148,40.4142703427,4676,4676,5493,6926,12636,12636,13057,13057,38587,38587,41518,57286,,,,,,,,,,,,,12924,12924,16236,14559,12841,12841,16407,14730,10424,10424,11708,12572,1691,1691,1948,1773,539,502,1886,1987,1545,966,3447,3563,1827,1828,6205,7706,,,,,,,,,,,,,1729,1026,3608,3583,1704,1068,3766,3741,733,712,2214,2536,176,170,775,550,14815.2857142857,5442.75,4676,6209.5,12846.5,12636,13057,13397,43994.5,38587,49402,13215.8333333333,12063,14368.6666666667,1775.75,1691,1860.5,16233.5714285714,2146.14285714286,1228.5,520.5,1936.5,2380.25,1255.5,3505,1037.5,4391.5,1827.5,6955.5,2201.66666666667,1162,3241.33333333333,417.75,173,662.5,3254.78571428571,249563487.857143,91683123.75,78767220,104599027.5,216399292.5,212853420,219945165,225672465,741087352.5,649998015,832176690,222620712.5,203201235,242040190,29912508.75,28484895,31340122.5,273454510.714286,36151776.4285714,20694082.5,8767822.5,32620342.5,40095311.25,21148897.5,59041725,17476687.5,73974817.5,30784237.5,117165397.5,37087075,19573890,54600260,7036998.75,2914185,11159812.5,54826865.3571429
428128.47949054,4475891.80509812,"115","24","01","1152401",Monteclaro-La Cabaña,Monteclaro-La Cabaña,Monteclaro-La Cabaña Núcleo,"5999","21","3",-3.8473251079,40.4305617061,9090,9090,10463,10451,12331,12331,7832,12285,37499,37499,36865,40061,,,,,,,,,,,,,17784,17784,23629,18048,17701,17701,23786,18219,9336,9336,5840,6508,6644,6644,9115,9115,771,702,4166,4107,1113,1073,3459,3719,1899,1896,7161,7941,,,,,,,,,,,,,2024,1213,4922,4058,1971,1244,5077,4216,809,780,2798,2751,596,557,3481,3481,16178.1071428571,9773.5,9090,10457,11194.75,12331,10058.5,15769.2857142857,37981,37499,38463,15472.6666666667,14940.3333333333,16005,7879.5,6644,9115,16586.9285714286,2785.17857142857,2436.5,736.5,4136.5,2341,1093,3589,1189.14285714286,4724.25,1897.5,7551,2655.25,1340.16666666667,3970.33333333333,2028.75,576.5,3481,4381.21428571429,97052464.75,58631226.5,54530910,62731543,67157305.25,73973669,60340941.5,94599945,227848019,224956501,230739537,92820527.3333333,89627059.6666667,96013995,47269120.5,39857356,54680885,99504984.5,16708286.25,14616563.5,4418263.5,24814863.5,14043659,6556907,21530411,7133668,28340775.75,11383102.5,45298449,15928844.75,8039659.83333333,23818029.6666667,12170471.25,3458423.5,20882519,26282904.5
431906.652526044,4477050.80784119,"115","04","01","1150401",Pozuelo de Alarcón,Pozuelo de Alarcón,Pozuelo de Alarcón Núcleo,"59169","21","3",-3.80291101,40.4413201384,2382,3269,2031,2031,13061,13061,12036,9655,38229,38229,34980,39958,,,,,,,,,,,,,10264,10264,11010,11827,10181,10181,11181,11998,10066,10066,16940,10145,3440,3440,3399,3399,343,349,1030,1030,987,1003,3094,2307,1779,1836,4672,4892,,,,,,,,,,,,,1601,953,2732,2767,1566,985,2890,2925,690,709,3291,1673,350,343,1108,1108,12740.1071428571,2428.25,2825.5,2031,11953.25,13061,10845.5,12580.9285714286,37849,38229,37469,11176.9166666667,10170.3333333333,12183.5,3419.5,3440,3399,12899.2857142857,1750.46428571429,688,346,1030,1847.75,995,2700.5,963.857142857143,3294.75,1807.5,4782,1898.5,1084,2713,727.25,346.5,1108,2537.07142857143,753819399.535714,143677124.25,167182009.5,120172239,707261849.25,772806309,641717389.5,744400962.642857,2239487481,2261971701,2217003261,661326982.25,601768453,720885511.5,202328395.5,203541360,201115431,763237836.428571,103573221.321429,40708272,20472474,60944070,109329519.75,58873155,159785884.5,57030463.2857143,194947062.75,106947967.5,282946158,112332346.5,64139196,160525497,43030655.25,20502058.5,65559252,150115979.357143
404928.191076934,4506846.49615746,"068","03","01","0680301",Tablada,Tablada,Tablada Núcleo,"103","15","3",-4.125461533,40.707048284,34216,34216,27509,27509,37590,37590,31192,31192,37636,37636,31238,31238,,,,,,,,,,,,,68221,68221,116714,116714,68139,68139,116872,116872,59339,59339,138734,138734,16130,16130,30163,30163,1883,2146,2910,2910,2274,2527,3685,3685,2293,2538,3723,3723,,,,,,,,,,,,,3583,3507,10784,10784,3571,3513,10939,10939,2947,3149,13578,13578,2231,2277,6536,6536,58120.9285714286,30862.5,34216,27509,34391,37590,31192,45895.8571428571,34437,37636,31238,94669.8333333333,65233,124106.666666667,23146.5,16130,30163,70346,5098.17857142857,2462.25,2014.5,2910,3042.75,2400.5,3685,2745.64285714286,3069.25,2415.5,3723,7572.66666666667,3378.33333333333,11767,4395,2254,6536,7450.71428571429,5986455.64285714,3178837.5,3524248,2833427,3542273,3871770,3212776,4727273.28571429,3547011,3876508,3217514,9750992.83333333,6718999,12782986.6666667,2384089.5,1661390,3106789,7245638,525112.392857143,253611.75,207493.5,299730,313403.25,247251.5,379555,282801.214285714,316132.75,248796.5,383469,779984.666666667,347968.333333333,1212001,452685,232162,673208,767423.571428571
408230.935378778,4502901.99672922,"068","02","01","0680201",Guadarrama,Guadarrama,Guadarrama Núcleo,"13823","15","3",-4.0857935074,40.6718943001,13381,13381,10198,10198,9859,9859,12572,19656,9905,9905,12618,19702,,,,,,,,,,,,,47387,47387,45320,45320,47304,47304,45491,45491,38504,38504,63733,43403,9944,10457,10657,9970,913,877,1336,1336,1068,1046,1407,3294,1086,1063,1445,3332,,,,,,,,,,,,,2666,2231,3540,3540,2691,2269,3698,3698,2023,1873,5920,5539,1032,1056,1295,1652,26693.2142857143,11789.5,13381,10198,12986.5,9859,16114,25220.0714285714,13032.5,9905,16160,46262.3333333333,44398.3333333333,48126.3333333333,10257,10200.5,10313.5,28166.3571428571,2247.35714285714,1115.5,895,1336,1703.75,1057,2350.5,1563.85714285714,1731.5,1074.5,2388.5,3307.33333333333,2292.16666666667,4322.5,1258.75,1044,1473.5,2930.85714285714,368980301.071429,162966258.5,184965563,140966954,179512389.5,136280957,222743822,348617047.357143,180148247.5,136916815,223379680,639484233.666667,613718161.666667,665250305.666667,141782511,141001511.5,142563510.5,389343554.785714,31065217.7857143,15419556.5,12371585,18467528,23550936.25,14610911,32490961.5,21617197.2857143,23934524.5,14852813.5,33016235.5,45717268.6666667,31684619.8333333,59749917.5,17399701.25,14431212,20368190.5,40513238.2857143
409609.678189064,4504929.50757578,"068","07","05","0680705",Vallefresnos - El Peñón,Vallefresnos - El Peñón,Vallefresnos - El Peñón Núcleo,"677","15","3",-4.0697751698,40.6903086691,16103,16103,14844,12992,13875,13875,14641,20447,13920,13920,14687,20493,,,,,,,,,,,,,50109,50109,50198,48114,50026,50026,50369,48285,41226,41226,45709,43857,14472,14472,15009,12764,1111,1084,2496,2211,1201,1216,2527,3880,1217,1236,2565,3918,,,,,,,,,,,,,2846,2410,4306,4415,2813,2481,4464,4573,2208,2086,6548,6657,1235,1205,2759,2527,28995.3928571429,15010.5,16103,13918,15709.5,13875,17544,28533,15755,13920,17590,47437.8333333333,47120.3333333333,47755.3333333333,14179.25,14472,13886.5,29457.7857142857,2792.67857142857,1725.5,1097.5,2353.5,2206,1208.5,3203.5,1739.21428571429,2234,1226.5,3241.5,3817.25,2474,5160.5,1931.5,1220,2643,3846.14285714286,19629880.9642857,10162108.5,10901731,9422486,10635331.5,9393375,11877288,19316841,10666135,9423840,11908430,32115413.1666667,31900465.6666667,32330360.6666667,9599352.25,9797544,9401160.5,19942920.9285714,1890643.39285714,1168163.5,743007.5,1593319.5,1493462,818154.5,2168769.5,1177448.07142857,1512418,830340.5,2194495.5,2584278.25,1674898,3493658.5,1307625.5,825940,1789311,2603838.71428571
411066.559256223,4501089.76713981,"068","01","01","0680101","Cabezuelas, Las",Las Cabezuelas,Las Cabezuelas Núcleo,"2117","15","3",-4.051991906,40.6558817197,8064,8064,6727,6727,6790,6790,6374,16186,6836,6836,6420,16232,,,,,,,,,,,,,42069,42069,41812,41850,41986,41986,41983,42021,33187,33187,60169,66064,6018,6018,6893,6500,702,721,1669,1670,816,818,1942,3422,832,834,1980,3460,,,,,,,,,,,,,2480,2062,3886,3871,2449,2098,4044,4029,1850,1739,6139,6617,772,816,1604,1980,23423.5,7395.5,8064,6727,9035,6790,11280,20707.1428571429,9081,6836,11326,44031.9166666667,39080.6666666667,48983.1666666667,6357.25,6018,6696.5,26139.8571428571,2332.21428571429,1190.5,711.5,1669.5,1749.5,817,2682,1356.35714285714,1776.5,833,2720,3438.66666666667,2113,4764.33333333333,1293,794,1792,3308.07142857143,49587549.5,15656273.5,17071488,14241059,19127095,14374430,23879760,43837021.4285714,19224477,14471812,23977142,93215567.5833333,82733771.3333333,103697363.833333,13458298.25,12740106,14176490.5,55338077.5714286,4937297.64285714,2520288.5,1506245.5,3534331.5,3703691.5,1729589,5677794,2871408.07142857,3760850.5,1763461,5758240,7279657.33333333,4473221,10086093.6666667,2737281,1680898,3793664,7003187.21428571
408782.529237361,4500773.53752152,"068","06","01","0680601",Alderete,Alderete,Alderete Núcleo,"30","15","3",-4.078959262,40.6527840977,9848,9848,12368,13999,9627,9627,16947,17431,9672,9672,16993,17477,,,,,,,,,,,,,43853,43853,47928,47928,43770,43770,48085,48085,34970,34970,43437,43437,7802,7802,12533,14345,686,689,3639,3699,970,992,4085,4713,990,1003,4123,4751,,,,,,,,,,,,,2487,2017,4902,5164,2470,2058,5057,5319,1824,1682,6475,7010,752,774,3709,4014,25717.0357142857,11515.75,9848,13183.5,13408,9627,17189,22791.7142857143,13453.5,9672,17235,43673.8333333333,40864.3333333333,46483.3333333333,10620.5,7802,13439,28642.3571428571,3073.35714285714,2178.25,687.5,3669,2690,981,4399,1385.28571428571,2716.75,996.5,4437,3872.08333333333,2089.66666666667,5654.5,2312.25,763,3861.5,4761.42857142857,771511.071428571,345472.5,295440,395505,402240,288810,515670,683751.428571429,403605,290160,517050,1310215,1225930,1394500,318615,234060,403170,859270.714285714,92200.7142857143,65347.5,20625,110070,80700,29430,131970,41558.5714285714,81502.5,29895,133110,116162.5,62690,169635,69367.5,22890,115845,142842.857142857
409304.14328753,4505915.9285631,"068","07","01","0680701",Canto de la Pata,Canto de la Pata,Canto de la Pata Núcleo,"11","15","3",-4.0735332087,40.6991599334,16185,16185,13969,13969,12376,12376,13766,23427,12422,12422,13812,23473,,,,,,,,,,,,,50191,50191,49323,49091,50108,50108,49494,49262,41308,41308,44834,73305,9540,9540,34631,34631,1085,1057,1891,1814,1108,1086,2196,3772,1122,1101,2234,3810,,,,,,,,,,,,,2810,2402,3701,4018,2799,2450,3859,4176,2169,2059,5943,6764,782,788,4678,4995,31115.9642857143,15077,16185,13969,15486.25,12376,18596.5,27447.1428571429,15532.25,12422,18642.5,49876.9166666667,47202.3333333333,52551.5,22085.5,9540,34631,34784.7857142857,2738.17857142857,1461.75,1071,1852.5,2040.5,1097,2984,1629.85714285714,2066.75,1111.5,3022,3595.83333333333,2448.16666666667,4743.5,2810.75,785,4836.5,3846.5,342275.607142857,165847,178035,153659,170348.75,136136,204561.5,301918.571428571,170854.75,136642,205067.5,548646.083333333,519225.666666667,578066.5,242940.5,104940,380941,382632.642857143,30119.9642857143,16079.25,11781,20377.5,22445.5,12067,32824,17928.4285714286,22734.25,12226.5,33242,39554.1666666667,26929.8333333333,52178.5,30918.25,8635,53201.5,42311.5
412876.596080887,4498839.41458903,"068","08","01","0680801","Negrales, Los",Los Negrales,Los Negrales Núcleo,"187","15","3",-4.0302725669,40.635805108,5997,5997,4387,4387,5776,5776,6761,13845,5822,5822,6807,13891,,,,,,,,,,,,,40003,40003,39509,39509,39920,39920,39680,39680,31120,31120,34934,63723,3952,3952,4846,4159,441,447,1372,1374,712,738,1443,3091,729,751,1481,3129,,,,,,,,,,,,,2300,1804,3576,3576,2293,1825,3734,3734,1603,1431,5707,6322,489,518,1331,1684,20760.6428571429,5192,5997,4387,8039.5,5776,10303,18941.4285714286,8085.5,5822,10349,39926.75,37014.3333333333,42839.1666666667,4227.25,3952,4502.5,22579.8571428571,2058.39285714286,908.5,444,1373,1496,725,2267,1148.64285714286,1522.5,740,2305,3158.75,1876,4441.5,1005.5,503.5,1507.5,2968.14285714286,3882240.21428571,970904,1121439,820369,1503386.5,1080112,1926661,3542047.14285714,1511988.5,1088714,1935263,7466302.25,6921680.33333333,8010924.16666667,790495.75,739024,841967.5,4222433.28571429,384919.464285714,169889.5,83028,256751,279752,135575,423929,214796.214285714,284707.5,138380,431035,590686.25,350812,830560.5,188028.5,94154.5,281902.5,555042.714285714
410200.952536016,4505743.41373743,"068","07","03","0680703","Serranilla, La",La Serranilla,La Serranilla Núcleo,"73","15","3",-4.062895057,40.6977042817,13129,13129,15663,15663,11026,11026,15460,23119,11071,11071,15506,23165,,,,,,,,,,,,,52208,52208,51018,50785,52125,52125,51189,50956,43325,43325,46528,46528,10017,10017,36326,36326,1259,1208,2835,2755,1014,1016,3172,4424,1034,1029,3210,4462,,,,,,,,,,,,,2987,2562,4645,4959,2982,2581,4803,5117,2336,2227,6887,7201,811,837,5622,5936,30858.3571428571,14396,13129,15663,15157.75,11026,19289.5,27557.2857142857,15203.25,11071,19335.5,49360,49219.3333333333,49500.6666666667,23171.5,10017,36326,34159.4285714286,3211.10714285714,2014.25,1233.5,2795,2406.5,1015,3798,1705.92857142857,2433.75,1031.5,3836,4107.25,2612.5,5602,3301.5,824,5779,4716.28571428571,2252660.07142857,1050908,958417,1143399,1106515.75,804898,1408133.5,2011681.85714286,1109837.25,808183,1411491.5,3603280,3593011.33333333,3613548.66666667,1691519.5,731241,2651798,2493638.28571429,234410.821428571,147040.25,90045.5,204035,175674.5,74095,277254,124532.785714286,177663.75,75299.5,280028,299829.25,190712.5,408946,241009.5,60152,421867,344288.857142857
411593.013733771,4502137.38899148,"046","02","01","0460201","Barrizales, Los",Los Barrizales,Los Barrizales Núcleo,"45","15","3",-4.045912867,40.6653744917,7020,7254,7988,7988,5151,5151,10466,5536,5196,5196,10512,5582,,,,,,,,,,,,,42553,42553,43073,43110,42470,42470,43244,43281,33670,33670,61430,38849,5749,5749,8154,9729,811,810,1462,1464,614,624,2201,1264,628,640,2239,1302,,,,,,,,,,,,,2629,2208,3616,3618,2616,2256,3774,3776,1982,1854,6169,5202,651,620,1552,2627,22242.6428571429,7562.5,7137,7988,6576,5151,8001,20275.1428571429,6621.5,5196,8047,42531.0833333333,39564.3333333333,45497.8333333333,7345.25,5749,8941.5,24210.1428571429,2114.60714285714,1136.75,810.5,1463,1175.75,619,1732.5,1353.07142857143,1202.25,634,1770.5,3308.33333333333,2257.5,4359.16666666667,1362.5,635.5,2089.5,2876.14285714286,1000918.92857143,340312.5,321165,359460,295920,231795,360045,912381.428571429,297967.5,233820,362115,1913898.75,1780395,2047402.5,330536.25,258705,402367.5,1089456.42857143,95157.3214285714,51153.75,36472.5,65835,52908.75,27855,77962.5,60888.2142857143,54101.25,28530,79672.5,148875,101587.5,196162.5,61312.5,28597.5,94027.5,129426.428571429
412526.625576734,4505119.73853198,"046","01","01","0460101",Collado Mediano,Collado Mediano,Collado Mediano Núcleo,"6390","15","3",-4.0352848869,40.6923368313,9752,9752,12090,12090,7649,7649,14465,8079,7695,7695,14511,8124,,,,,,,,,,,,,45051,45051,47213,47213,44968,44968,47384,47384,36168,36168,43332,42956,10764,10764,13991,14696,949,899,1301,1301,724,721,1628,1460,742,738,1666,1498,,,,,,,,,,,,,2726,2293,3461,3461,2697,2325,3619,3619,2061,1931,5374,6003,838,851,2926,3838,24915.0714285714,10921,9752,12090,9460.5,7649,11272,23149.5714285714,9506.25,7695,11317.5,43988,42062.3333333333,45913.6666666667,12553.75,10764,14343.5,26680.5714285714,2201.78571428571,1112.5,924,1301,1133.25,722.5,1544,1463.92857142857,1161,740,1582,3297.5,2338.83333333333,4256.16666666667,2113.25,844.5,3382,2939.64285714286,159207306.428571,69785190,62315280,77255100,60452595,48877110,72028080,147925761.428571,60744937.5,49171050,72318825,281083320,268778310,293388330,80218462.5,68781960,91654965,170488851.428571,14069410.7142857,7108875,5904360,8313390,7241467.5,4616775,9866160,9354503.57142857,7418790,4728600,10108980,21071025,14945145,27196905,13503667.5,5396355,21610980,18784317.8571429
414937.673477111,4506553.13666864,"046","07","01","0460701",Serranía de la Paloma,Serranía de la Paloma,Serranía de la Paloma Núcleo,"894","15","3",-4.0069477644,40.7055002526,10336,10336,9518,9518,8233,8233,9921,12569,8279,8279,9967,12615,,,,,,,,,,,,,45635,45635,45547,45479,45552,45552,45718,45650,36752,36752,63570,40963,7153,7153,11510,11510,914,839,1515,1581,678,659,1601,2681,695,677,1639,2719,,,,,,,,,,,,,2694,2225,3734,3496,2670,2263,3892,3654,2026,1884,6377,5438,585,594,2495,2495,24926.25,9927,10336,9518,9739,8233,11245,23134.2857142857,9785,8279,11291,45233.75,42646.3333333333,47821.1666666667,9331.5,7153,11510,26718.2142857143,2240,1212.25,876.5,1548,1404.75,668.5,2141,1385.92857142857,1432.5,686,2179,3362.75,2293.66666666667,4431.83333333333,1542.25,589.5,2495,3094.07142857143,22284067.5,8874738,9240384,8509092,8706666,7360302,10053030,20682051.4285714,8747790,7401426,10094154,40438972.5,38125822,42752123,8342361,6394782,10289940,23886083.5714286,2002560,1083751.5,783591,1383912,1255846.5,597639,1914054,1239020.14285714,1280655,613284,1948026,3006298.5,2050538,3962059,1378771.5,527013,2230530,2766099.85714286
